종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"032350","롯데관광개발","KOSPI","일반서비스","25150","-250","-0.98","2001977071100"
"089860","롯데렌탈","KOSPI","일반서비스","33800","0","0.00","1227257314400"
"330590","롯데리츠","KOSPI","부동산","4575","-5","-0.11","1322032644300"
"000400","롯데손해보험","KOSPI","보험","1900","88","4.86","589639008000"
"023530","롯데쇼핑","KOSPI","유통","113300","1500","1.34","3205115941500"
"020150","롯데에너지머티리얼즈","KOSPI","전기·전자","42450","-1350","-3.08","2222913904350"
"280360","롯데웰푸드","KOSPI","음식료·담배","131900","2300","1.77","1227273310600"
"286940","롯데이노베이트","KOSPI","IT 서비스","24200","550","2.33","366130681400"
"004000","롯데정밀화학","KOSPI","화학","48550","-600","-1.22","1252590000000"
"004990","롯데지주","KOSPI","기타금융","36050","2400","7.13","3781977993850"
"00499K","롯데지주우","KOSPI","기타금융","31950","1450","4.75","25739015850"
"005300","롯데칠성","KOSPI","음식료·담배","140600","1500","1.08","1304611090400"
"005305","롯데칠성우","KOSPI","음식료·담배","86700","100","0.12","67219377000"
"011170","롯데케미칼","KOSPI","화학","80300","-1700","-2.07","3434866145700"
"071840","롯데하이마트","KOSPI","유통","8950","-200","-2.19","211289022400"
"027740","마니커","KOSPI","음식료·담배","780","-18","-2.26","49538757840"
"357430","마스턴프리미어리츠","KOSPI","부동산","1604","16","1.01","48930512428"
"001080","만호제강","KOSPI","금속","52000","200","0.39","215800000000"
"088980","맥쿼리인프라","KOSPI","기타금융","11540","80","0.70","5526759799220"
"094800","맵스리얼티","KOSPI","기타금융","6090","180","3.05","565361075790"
"138040","메리츠금융지주","KOSPI","기타금융","136300","1300","0.96","23882727659900"
"090370","메타랩스","KOSPI","섬유·의류","1726","-3","-0.17","42985493214"
"118000","메타케어","KOSPI","유통","305","-9","-2.87","52392096020"
"017180","명문제약","KOSPI","제약","1811","-33","-1.79","61489705194"
"009900","명신산업","KOSPI","운송장비·부품","9360","-100","-1.06","491120444880"
"317450","명인제약","KOSPI","제약","61900","-1000","-1.59","903740000000"
"012690","모나리자","KOSPI","종이·목재","2220","-15","-0.67","81188186100"
"005360","모나미","KOSPI","유통","1819","-30","-1.62","34374201433"
"070960","모나용평","KOSPI","일반서비스","3365","0","0.00","161968665545"
"009680","모토닉","KOSPI","운송장비·부품","10860","-10","-0.09","304623000000"
"009580","무림P&P","KOSPI","종이·목재","2450","0","0.00","152802393800"
"009200","무림페이퍼","KOSPI","종이·목재","1966","0","0.00","81803903460"
"033920","무학","KOSPI","음식료·담배","10050","340","3.50","286425000000"
"008420","문배철강","KOSPI","금속","2110","-5","-0.24","43262395550"
"025560","미래산업","KOSPI","의료·정밀기기","14650","-290","-1.94","65670881100"
"007120","미래아이앤지","KOSPI","IT 서비스","1182","-44","-3.59","34134514656"
"396690","미래에셋글로벌리츠","KOSPI","부동산","2590","0","0.00","102579384600"
"357250","미래에셋맵스리츠","KOSPI","부동산","2535","0","0.00","63362591175"
"085620","미래에셋생명","KOSPI","보험","9200","380","4.31","1628548938800"
"006800","미래에셋증권","KOSPI","증권","61600","8200","15.36","34932481214400"
"00680K","미래에셋증권2우B","KOSPI","증권","19760","2130","12.08","2700766804320"
"006805","미래에셋증권우","KOSPI","증권","21400","1680","8.52","301221050000"
"081660","미스토홀딩스","KOSPI","유통","53000","400","0.76","2813867520000"
"002840","미원상사","KOSPI","화학","151600","-4400","-2.82","720100000000"
"268280","미원에스씨","KOSPI","화학","140500","-4400","-3.04","702500000000"
"107590","미원홀딩스","KOSPI","기타금융","70000","500","0.72","162400000000"
"134380","미원화학","KOSPI","화학","119300","7300","6.52","262372672400"
"003650","미창석유","KOSPI","화학","138000","3500","2.60","240074736000"
"377740","바이오노트","KOSPI","제약","5800","0","0.00","591925078400"
"003610","방림","KOSPI","섬유·의류","6120","-70","-1.13","246037206960"
"035150","백산","KOSPI","화학","13820","-80","-0.58","280686314460"
"002410","범양건영","KOSPI","건설","1935","0","0.00","53173451700"
"007210","벽산","KOSPI","비금속","1966","35","1.81","131446760000"
"002760","보락","KOSPI","화학","1259","-23","-1.79","75414100000"
"003850","보령","KOSPI","제약","9460","-100","-1.05","811546978220"
"000890","보해양조","KOSPI","음식료·담배","469","-16","-3.30","64778340501"
"003000","부광약품","KOSPI","제약","4280","50","1.18","422284791880"
"001270","부국증권","KOSPI","증권","77700","300","0.39","805740142200"
"001275","부국증권우","KOSPI","증권","31350","1050","3.47","94050000000"
"026940","부국철강","KOSPI","금속","2080","-30","-1.42","41600000000"
"011390","부산산업","KOSPI","비금속","84500","1500","1.81","89232000000"
"005030","부산주공","KOSPI","운송장비·부품","486","0","0.00","38288532168"
"006740","블루산업개발","KOSPI","종이·목재","795","-14","-1.73","45295592460"
"002070","비비안","KOSPI","섬유·의류","571","-9","-1.55","25806959967"
"100220","비상교육","KOSPI","오락·문화","5320","-80","-1.48","69142662120"
"090460","비에이치","KOSPI","전기·전자","20850","-1050","-4.79","702885567300"
"005180","빙그레","KOSPI","음식료·담배","84800","0","0.00","810323614400"
"003960","사조대림","KOSPI","음식료·담배","38550","-50","-0.13","353290202850"
"008040","사조동아원","KOSPI","음식료·담배","1113","-1","-0.09","157093939800"
"007160","사조산업","KOSPI","음식료·담배","63800","-300","-0.47","319000000000"
"014710","사조씨푸드","KOSPI","음식료·담배","9020","-260","-2.80","155311257860"
"006090","사조오양","KOSPI","음식료·담배","8700","-30","-0.34","81977829300"
"062040","산일전기","KOSPI","전기·전자","145500","-7100","-4.65","4444326600000"
"001470","삼부토건","KOSPI","건설","347","0","0.00","79699592928"
"028050","삼성E&A","KOSPI","일반서비스","33900","100","0.30","6644400000000"
"448730","삼성FN리츠","KOSPI","부동산","5140","70","1.38","467997000000"
"006400","삼성SDI","KOSPI","전기·전자","374500","-11000","-2.85","30179280985000"
"006405","삼성SDI우","KOSPI","전기·전자","201000","-2000","-0.99","325197096000"
"006660","삼성공조","KOSPI","운송장비·부품","13530","-220","-1.60","109949028420"
"028260","삼성물산","KOSPI","유통","318000","-16000","-4.79","54052540992000"
"02826K","삼성물산우B","KOSPI","유통","195700","2200","1.14","287207363000"
"207940","삼성바이오로직스","KOSPI","제약","1710000","-9000","-0.52","79157526210000"
"032830","삼성생명","KOSPI","보험","205500","500","0.24","41100000000000"
"018260","삼성에스디에스","KOSPI","IT 서비스","170400","-2100","-1.22","13185177120000"
"0126Z0","삼성에피스홀딩스","KOSPI","기타금융","603000","-7000","-1.15","15004478547000"
"009150","삼성전기","KOSPI","전기·전자","309500","-10000","-3.13","23117698912000"
"009155","삼성전기우","KOSPI","전기·전자","129700","2000","1.57","377035824800"
"005930","삼성전자","KOSPI","전기·전자","181200","2600","1.46","1072638391466400"
"005935","삼성전자우","KOSPI","전기·전자","127600","5500","4.50","104118367126400"
"001360","삼성제약","KOSPI","제약","2125","50","2.41","200094417875"
"010140","삼성중공업","KOSPI","운송장비·부품","27700","-450","-1.60","24376000000000"
"016360","삼성증권","KOSPI","증권","101000","3900","4.02","9019300000000"
"068290","삼성출판사","KOSPI","오락·문화","10540","-240","-2.23","105400000000"
"029780","삼성카드","KOSPI","기타금융","62300","800","1.30","7218008909300"
"000810","삼성화재","KOSPI","보험","559000","-22000","-3.79","25720235645000"
"000815","삼성화재우","KOSPI","보험","423500","-5500","-1.28","1312642485000"
"006110","삼아알미늄","KOSPI","금속","29700","50","0.17","436943905200"
"0120G0","삼양바이오팜","KOSPI","제약","108900","-4000","-3.54","809766243000"
"145990","삼양사","KOSPI","음식료·담배","51000","-400","-0.78","525985899000"
"145995","삼양사우","KOSPI","음식료·담배","37500","-450","-1.19","13877625000"
"003230","삼양식품","KOSPI","음식료·담배","1190000","-29000","-2.38","8964287850000"
"002170","삼양통상","KOSPI","섬유·의류","59300","1300","2.24","177900000000"
"272550","삼양패키징","KOSPI","화학","12640","30","0.24","190464651840"
"000070","삼양홀딩스","KOSPI","기타금융","71000","2100","3.05","551186561000"
"003720","삼영","KOSPI","화학","7800","-310","-3.82","265200000000"
"002810","삼영무역","KOSPI","유통","20800","750","3.74","384112518400"
"005680","삼영전자","KOSPI","전기·전자","11840","-280","-2.31","236800000000"
"023000","삼원강재","KOSPI","운송장비·부품","2405","-10","-0.41","96200000000"
"004380","삼익THK","KOSPI","기계·장비","9960","0","0.00","206172000000"
"002450","삼익악기","KOSPI","기타제조","1195","0","0.00","108184443425"
"004440","삼일씨엔에스","KOSPI","비금속","6070","-470","-7.19","77282918290"
"000520","삼일제약","KOSPI","제약","10480","-540","-4.90","227330179280"
"009770","삼정펄프","KOSPI","종이·목재","35350","-150","-0.42","88373974850"
"005500","삼진제약","KOSPI","제약","19400","-110","-0.56","258408000000"
"004690","삼천리","KOSPI","전기·가스","155100","4200","2.78","628934377500"
"010960","삼호개발","KOSPI","건설","4155","55","1.34","100218600000"
"004450","삼화왕관","KOSPI","금속","28850","150","0.52","62153834150"
"009470","삼화전기","KOSPI","전기·전자","43300","-2300","-5.04","286378406000"
"011230","삼화전자","KOSPI","전기·전자","2785","-60","-2.11","53376711225"
"001820","삼화콘덴서","KOSPI","전기·전자","36600","-600","-1.61","380457000000"
"000390","삼화페인트","KOSPI","화학","9630","-360","-3.60","261969406470"
"001290","상상인증권","KOSPI","증권","904","157","21.02","97936756480"
"041650","상신브레이크","KOSPI","운송장비·부품","2720","-10","-0.37","58402344000"
"075180","새론오토모티브","KOSPI","운송장비·부품","3205","40","1.26","61536000000"
"007540","샘표","KOSPI","기타금융","55200","200","0.36","158744160000"
"248170","샘표식품","KOSPI","음식료·담배","29050","-1550","-5.07","132708708300"
"007860","서연","KOSPI","기타금융","10780","-170","-1.55","253112718320"
"200880","서연이화","KOSPI","운송장비·부품","15400","-400","-2.53","416237929800"
"017390","서울가스","KOSPI","전기·가스","67100","1700","2.60","335500000000"
"031210","서울보증보험","KOSPI","보험","57800","400","0.70","4035688364400"
"004410","서울식품","KOSPI","음식료·담배","144","-4","-2.70","56185219584"
"004415","서울식품우","KOSPI","음식료·담배","1223","9","0.74","2720563500"
"021050","서원","KOSPI","금속","1251","-1","-0.08","59390712090"
"008490","서흥","KOSPI","화학","24400","0","0.00","282286357200"
"007610","선도전기","KOSPI","전기·전자","3000","0","0.00","54000000000"
"136490","선진","KOSPI","음식료·담배","12820","70","0.55","304854523280"
"014910","성문전자","KOSPI","전기·전자","1809","-78","-4.13","40631921865"
"014915","성문전자우","KOSPI","전기·전자","4600","-40","-0.86","2760000000"
"004980","성신양회","KOSPI","비금속","10630","-60","-0.56","260605855990"
"004985","성신양회우","KOSPI","비금속","11860","-120","-1.00","8724749700"
"011300","성안머티리얼스","KOSPI","섬유·의류","376","-34","-8.29","58560950208"
"000180","성창기업지주","KOSPI","일반서비스","1699","137","8.77","118507968400"
"002420","세기상사","KOSPI","유통","5110","100","2.00","30506434280"
"004360","세방","KOSPI","운송·창고","15350","-40","-0.26","293424506050"
"004365","세방우","KOSPI","운송·창고","9510","10","0.11","35084767500"
"004490","세방전지","KOSPI","전기·전자","66900","-800","-1.18","927234000000"
"001430","세아베스틸지주","KOSPI","금속","74100","200","0.27","2657383017900"
"306200","세아제강","KOSPI","금속","127100","1300","1.03","360493730000"
"003030","세아제강지주","KOSPI","기타금융","136000","-3400","-2.44","563265352000"
"058650","세아홀딩스","KOSPI","금속","152600","300","0.20","658199813600"
"013000","세우글로벌","KOSPI","유통","1126","-14","-1.23","32321864906"
"021820","세원정공","KOSPI","운송장비·부품","14100","-400","-2.76","141000000000"
"067830","세이브존I&C","KOSPI","유통","3225","-90","-2.71","132356886375"
"075580","세진중공업","KOSPI","운송장비·부품","18030","140","0.78","1024995691680"
"068270","셀트리온","KOSPI","제약","238000","-500","-0.21","54989486118000"
"336370","솔루스첨단소재","KOSPI","전기·전자","9000","-150","-1.64","631956096000"
"33637K","솔루스첨단소재1우","KOSPI","전기·전자","2145","-40","-1.83","36269303070"
"33637L","솔루스첨단소재2우B","KOSPI","전기·전자","3640","-50","-1.36","13752997440"
"248070","솔루엠","KOSPI","전기·전자","17700","-480","-2.64","846347377200"
"004430","송원산업","KOSPI","화학","9530","-110","-1.14","228720000000"
"017550","수산세보틱스","KOSPI","기계·장비","1814","4","0.22","113192021820"
"126720","수산인더스트리","KOSPI","건설","26400","-100","-0.38","377150400000"
"053210","스카이라이프","KOSPI","오락·문화","5200","-10","-0.19","247119366000"
"204210","스타에스엠리츠","KOSPI","부동산","2035","0","0.00","15927568525"
"026890","스틱인베스트먼트","KOSPI","기타금융","11660","-90","-0.77","485967520500"
"134790","시디즈","KOSPI","기타제조","20450","150","0.74","40900000000"
"462870","시프트업","KOSPI","IT 서비스","33250","-150","-0.45","1960467880000"
"016590","신대양제지","KOSPI","종이·목재","14140","90","0.64","569811174800"
"029530","신도리코","KOSPI","전기·전자","56300","-1200","-2.09","567505632700"
"004970","신라교역","KOSPI","농업, 임업 및 어업","10080","60","0.60","161280000000"
"011930","신성이엔지","KOSPI","전기·전자","2320","-135","-5.50","477567710320"
"004170","신세계","KOSPI","유통","364000","-1000","-0.27","3510845884000"
"035510","신세계 I&C","KOSPI","IT 서비스","18050","-190","-1.04","252355245000"
"031430","신세계인터내셔날","KOSPI","유통","12350","-200","-1.59","436486050000"
"031440","신세계푸드","KOSPI","일반서비스","47950","-100","-0.21","185685416000"
"006880","신송홀딩스","KOSPI","유통","6870","0","0.00","81264254460"
"005800","신영와코루","KOSPI","섬유·의류","17350","50","0.29","156150000000"
"001720","신영증권","KOSPI","증권","227500","33400","17.21","3740100000000"
"009270","신원","KOSPI","섬유·의류","1523","11","0.73","174795308539"
"002700","신일전자","KOSPI","유통","1403","-5","-0.36","99679671963"
"002870","신풍","KOSPI","유통","1258","-19","-1.49","43978044600"
"019170","신풍제약","KOSPI","제약","12580","-220","-1.72","666551174200"
"019175","신풍제약우","KOSPI","제약","19850","-140","-0.70","43670000000"
"481850","신한글로벌액티브리츠","KOSPI","기타금융","1316","31","2.41","57216605824"
"404990","신한서부티엔디리츠","KOSPI","부동산","4075","105","2.64","240850055100"
"293940","신한알파리츠","KOSPI","부동산","6030","50","0.84","729268941690"
"055550","신한지주","KOSPI","기타금융","102500","-3500","-3.30","49763230735000"
"004080","신흥","KOSPI","유통","13560","-10","-0.07","128820000000"
"004770","써니전자","KOSPI","전기·전자","1630","-26","-1.57","57877123940"
"403550","쏘카","KOSPI","일반서비스","11830","-250","-2.07","388519700660"
"004920","씨아이테크","KOSPI","전기·전자","1148","7","0.61","59902493056"
"112610","씨에스윈드","KOSPI","금속","42600","-1450","-3.29","1796501767800"
"480370","씨케이솔루션","KOSPI","건설","11450","-430","-3.62","125204158450"
"308170","씨티알모빌리티","KOSPI","운송장비·부품","6550","-290","-4.24","56395500000"
"008700","아남전자","KOSPI","전기·전자","1332","-22","-1.62","102730260240"
"090430","아모레퍼시픽","KOSPI","화학","161000","1600","1.00","9417334199000"
"090435","아모레퍼시픽우","KOSPI","화학","54500","1200","2.25","575401735000"
"002790","아모레퍼시픽홀딩스","KOSPI","화학","34450","100","0.29","2737334301000"
"00279K","아모레퍼시픽홀딩스3우C","KOSPI","화학","27400","150","0.55","194326280000"
"002795","아모레퍼시픽홀딩스우","KOSPI","화학","13320","340","2.62","85831016400"
"002030","아세아","KOSPI","일반서비스","288500","-2500","-0.86","597958371000"
"183190","아세아시멘트","KOSPI","비금속","13540","-130","-0.95","500000489320"
"002310","아세아제지","KOSPI","종이·목재","9460","440","4.88","382964544600"
"012170","아센디오","KOSPI","오락·문화","1615","-44","-2.65","31320173040"
"267850","아시아나IDT","KOSPI","IT 서비스","10800","-120","-1.10","119880000000"
"020560","아시아나항공","KOSPI","운송·창고","7750","-20","-0.26","1596428010250"
"122900","아이마켓코리아","KOSPI","유통","7890","-100","-1.25","263753547600"
"010780","아이에스동서","KOSPI","비금속","30100","-50","-0.17","908627977600"
"031820","아이티센씨티에스","KOSPI","IT 서비스","732","38","5.48","88609673112"
"139990","아주스틸","KOSPI","금속","3205","-10","-0.31","124211101870"
"009320","아진전자부품","KOSPI","운송장비·부품","1129","-50","-4.24","55659440330"
"001780","알루코","KOSPI","금속","2345","30","1.30","227066659540"
"018250","애경산업","KOSPI","화학","14130","20","0.14","373172381550"
"161000","애경케미칼","KOSPI","화학","10410","-20","-0.19","506433060690"
"011090","에넥스","KOSPI","기타제조","501","-21","-4.02","30055812141"
"137310","에스디바이오센서","KOSPI","의료·정밀기기","8810","-190","-2.11","1072609588620"
"005850","에스엘","KOSPI","운송장비·부품","52500","-2000","-3.67","2438547300000"
"010580","에스엠벡셀","KOSPI","운송장비·부품","2115","-85","-3.86","235297472400"
"012750","에스원","KOSPI","일반서비스","92200","-1900","-2.02","3503524211600"
"023960","에쓰씨엔지니어링","KOSPI","건설","1650","-19","-1.14","62759358750"
"298690","에어부산","KOSPI","운송·창고","1990","18","0.91","232113600000"
"140910","에이리츠","KOSPI","부동산","3130","0","0.00","13969290160"
"078520","에이블씨엔씨","KOSPI","화학","11490","-530","-4.41","298902709890"
"015260","에이엔피","KOSPI","전기·전자","401","-35","-8.03","18091874494"
"007460","에이프로젠","KOSPI","금속","502","-13","-2.52","165311125060"
"003060","에이프로젠바이오로직스","KOSPI","제약","401","-45","-10.09","79561545845"
"244920","에이플러스에셋","KOSPI","기타금융","14060","-230","-1.61","317864163580"
"278470","에이피알","KOSPI","화학","272000","-10000","-3.55","10181138160000"
"450080","에코프로머티","KOSPI","전기·전자","65800","-4100","-5.87","4642766013200"
"019490","엑시큐어하이트론","KOSPI","전기·전자","541","0","0.00","41349858070"
"036570","엔씨소프트","KOSPI","IT 서비스","212000","-3500","-1.62","4567332664000"
"085310","엔케이","KOSPI","금속","1081","-24","-2.17","85269628082"
"900140","엘브이엠씨홀딩스","KOSPI","유통","1551","-48","-3.00","299715910032"
"066970","엘앤에프","KOSPI","전기·전자","113100","-5600","-4.72","4551113915400"
"097520","엠씨넥스","KOSPI","전기·전자","29050","-400","-1.36","505513575000"
"484870","엠앤씨솔루션","KOSPI","기계·장비","138600","2800","2.06","1268730540000"
"014440","영보화학","KOSPI","화학","4910","50","1.03","98200000000"
"111770","영원무역","KOSPI","유통","90700","-700","-0.77","4019050147600"
"009970","영원무역홀딩스","KOSPI","기타금융","233000","-9000","-3.72","3145322221000"
"003520","영진약품","KOSPI","제약","1877","-8","-0.42","343289656087"
"000670","영풍","KOSPI","금속","60100","-200","-0.33","1086484795000"
"012280","영화금속","KOSPI","운송장비·부품","982","16","1.66","50734543910"
"012160","영흥","KOSPI","금속","513","14","2.81","51972220836"
